#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-012T20:24:59.600	8.0250	11.080	
1993-012T21:06:08.000	8.0250	11.080	
1993-012T21:05:40.700	15.935	11.070	
1993-012T17:16:11.600	15.935	11.070	
1993-033T20:43:41.500	15.935	11.070	
1993-012T18:11:26.600	5.4870	11.070	
1993-012T20:58:00.900	15.935	11.070	
1993-033T20:59:49.900	16.624	11.070	
1993-012T20:16:28.400	15.935	11.070	
1993-033T21:12:44.600	15.935	11.070	
1993-012T17:21:02.000	15.935	11.070	
1993-012T20:45:06.500	15.935	11.070	
1993-012T20:22:55.600	16.624	11.070	
1993-012T17:34:44.700	16.624	11.070	
1993-012T17:27:29.100	16.624	11.070	
1993-012T20:40:16.100	15.935	11.070	
1993-012T20:28:34.400	15.935	11.070	
1993-012T20:50:21.100	15.935	11.070	
1993-012T16:53:12.500	16.624	11.070	
1993-012T20:42:17.100	16.624	11.070	
1993-012T20:17:16.800	16.624	11.070	
1993-012T16:54:49.300	15.935	11.070	
1993-012T17:29:09.000	15.380	11.060	
1993-012T17:44:52.600	15.380	11.060	
1993-012T20:21:46.000	15.380	11.060	
1993-012T17:24:18.600	15.380	11.060	
1993-033T20:20:14.300	9.3990	11.060	
1993-012T17:20:16.600	15.380	11.060	
1993-012T20:17:44.000	15.380	11.060	
1993-012T17:45:13.800	6.0030	11.060	
1993-033T21:18:02.400	15.380	11.060	
1993-012T17:14:37.900	15.380	11.060	
1993-012T20:12:50.600	18.229	11.060	
1993-012T21:14:12.000	15.380	11.060	
1993-012T17:35:11.900	15.380	11.060	
1993-012T17:26:19.600	17.872	11.050	
1993-012T20:20:33.500	17.872	11.050	
1993-012T19:56:18.500	9.1880	11.030	
1993-012T20:03:58.300	9.1880	11.030	
1993-012T17:31:55.300	15.260	11.030	
1993-012T17:57:43.800	15.260	11.030	
1993-012T20:06:47.600	8.8000	11.030	
1993-012T20:55:11.500	15.260	11.030	
1993-012T20:51:09.500	15.260	11.030	
1993-012T17:54:27.200	11.927	11.030	
1993-012T18:20:19.000	13.636	11.010	
1993-012T21:01:38.800	13.636	11.010	
1993-012T20:28:34.400	13.636	11.010	
1993-012T16:56:50.300	17.328	11.010	
1993-012T20:18:05.200	13.167	11.000	
1993-033T20:48:07.800	13.167	11.000	
1993-012T17:09:23.300	16.465	10.990	
1993-012T17:00:31.000	16.465	10.990	
1993-012T17:35:08.900	14.114	10.990	
1993-012T21:10:58.300	16.465	10.990	
1993-012T17:14:37.900	16.465	10.990	
1993-033T20:51:21.500	7.8090	10.990	
1993-033T21:02:42.400	16.465	10.990	
1993-033T21:01:51.000	14.114	10.990	
1993-012T17:16:11.600	14.114	10.990	
1993-012T17:21:50.400	5.8980	10.990	
1993-033T20:40:03.600	5.8980	10.990	
1993-012T17:43:09.700	9.2340	10.990	
1993-012T20:25:20.800	14.114	10.990	
1993-012T20:54:47.300	14.114	10.990	
1993-012T17:25:28.200	5.8980	10.990	
1993-012T17:11:24.300	7.7360	10.980	
1993-012T20:25:48.000	14.333	10.980	
1993-033T20:29:37.200	7.7360	10.980	
1993-012T20:49:35.800	14.333	10.980	
1993-033T20:57:51.900	14.333	10.980	
1993-012T20:25:17.800	8.4340	10.980	
1993-033T20:20:17.400	8.4210	10.970	
1993-033T20:35:10.100	6.2510	10.970	
1993-033T20:41:40.500	8.4210	10.970	
1993-033T20:25:29.100	19.999	10.960	
1993-012T20:33:52.000	8.2210	10.960	
1993-012T17:52:26.300	19.999	10.960	
1993-012T17:08:56.100	6.2160	10.950	
1993-012T20:22:31.400	6.2160	10.950	
1993-012T17:02:56.200	6.7200	10.950	
1993-033T20:26:44.700	20.099	10.950	
1993-012T20:31:51.000	12.709	10.950	
1993-012T17:09:23.300	7.0810	10.940	
1993-012T17:41:11.800	14.599	10.940	
1993-033T20:31:11.000	7.9290	10.940	
1993-012T20:02:24.500	9.4460	10.940	
1993-012T20:24:08.200	14.599	10.940	
1993-033T20:46:55.200	14.599	10.940	
1993-033T20:29:10.000	7.9290	10.940	
1993-012T20:43:29.800	14.599	10.940	
1993-012T17:25:49.300	15.917	10.930	
1993-012T20:45:03.500	15.917	10.930	
1993-012T19:40:31.800	9.0710	10.930	
1993-012T17:18:09.500	13.850	10.920	
1993-012T19:51:52.300	8.9280	10.920	
1993-012T20:28:55.600	13.850	10.920	
1993-033T20:15:05.800	7.2650	10.910	
1993-012T17:19:04.000	15.247	10.900	
1993-012T20:31:23.800	6.1090	10.900	
1993-012T17:34:17.400	9.5640	10.900	
1993-033T20:52:06.900	9.5640	10.900	
1993-033T20:25:53.300	14.455	10.900	
1993-012T21:10:10.000	15.247	10.900	
1993-012T17:19:28.300	17.729	10.900	
1993-012T20:44:21.100	15.247	10.900	
1993-012T17:34:47.700	15.247	10.900	
1993-033T20:38:29.800	15.247	10.900	
1993-012T19:54:41.600	8.5470	10.890	
1993-033T20:19:29.000	8.5470	10.890	
1993-012T20:53:10.500	15.764	10.890	
1993-012T17:32:16.400	13.258	10.890	
1993-012T17:58:56.400	15.764	10.890	
1993-012T17:20:10.500	15.492	10.890	
1993-012T18:09:49.800	8.5470	10.890	
1993-033T20:42:04.700	8.5470	10.890	
1993-012T20:19:39.000	6.3870	10.890	
1993-012T20:48:20.100	15.764	10.890	
1993-012T17:24:18.600	11.412	10.890	
1993-033T20:43:44.600	10.200	10.890	
1993-012T16:53:36.600	16.450	10.880	
1993-012T20:40:16.100	16.450	10.880	
1993-012T20:32:12.200	16.450	10.880	
1993-033T20:42:56.100	7.9280	10.880	
1993-033T20:40:06.600	7.9280	10.880	
1993-012T21:12:07.800	16.450	10.880	
1993-012T19:52:19.500	7.9280	10.880	
1993-012T17:12:58.100	16.450	10.880	
1993-012T17:11:45.500	16.450	10.880	
1993-012T17:42:24.300	16.450	10.880	
1993-012T20:23:47.000	7.9280	10.880	
1993-012T16:56:01.800	16.450	10.880	
1993-012T20:20:27.400	19.287	10.880	
1993-012T17:28:17.600	16.450	10.880	
1993-012T20:11:13.800	16.450	10.880	
1993-033T21:22:04.500	11.993	10.870	
1993-033T20:40:24.800	8.9100	10.850	
1993-012T18:06:33.100	10.415	10.850	
1993-012T20:46:16.100	6.8010	10.850	
1993-012T18:04:08.000	8.9100	10.850	
1993-012T18:15:01.300	9.3990	10.850	
1993-033T20:32:26.700	7.4520	10.850	
1993-033T20:24:16.500	18.128	10.850	
1993-012T18:13:24.500	6.8010	10.850	
1993-012T20:00:20.500	15.093	10.840	
1993-012T17:40:23.500	15.093	10.840	
1993-012T17:12:09.700	15.093	10.840	
1993-012T20:51:57.900	15.093	10.840	
1993-012T16:48:19.000	11.378	10.840	
1993-033T20:33:09.100	7.3750	10.840	
1993-012T17:23:30.200	16.327	10.830	
1993-033T21:09:58.100	16.327	10.830	
1993-033T21:24:29.800	16.327	10.830	
1993-033T20:23:34.100	16.327	10.830	
1993-033T20:16:42.500	16.327	10.830	
1993-033T21:01:05.500	16.327	10.830	
1993-012T17:02:56.200	14.204	10.820	
1993-012T17:07:22.300	14.204	10.820	
1993-012T17:23:30.200	14.204	10.820	
1993-012T20:39:06.600	14.204	10.820	
1993-033T21:17:59.300	13.479	10.820	
1993-012T17:43:37.000	13.479	10.820	
1993-012T20:41:50.000	11.560	10.820	
1993-012T17:57:19.600	8.1730	10.810	
1993-012T17:50:28.300	8.1730	10.810	
1993-012T20:33:52.000	5.7760	10.800	
1993-033T20:39:18.300	8.4190	10.800	
1993-012T18:04:35.200	8.6730	10.790	
1993-012T17:57:40.800	11.743	10.790	
1993-012T19:58:16.500	9.2340	10.790	
1993-012T20:00:17.500	9.2340	10.790	
1993-012T17:44:04.100	7.6400	10.780	
1993-033T20:34:03.500	7.6400	10.780	
1993-012T18:10:35.100	8.7500	10.780	
1993-033T20:41:16.300	5.5880	10.780	
1993-012T17:13:25.300	12.589	10.780	
1993-033T20:35:58.500	8.7500	10.780	
1993-012T20:34:16.200	13.322	10.770	
1993-012T16:48:25.100	13.322	10.770	
1993-012T20:27:00.600	8.1230	10.760	
1993-033T21:04:13.100	11.927	10.750	
1993-033T20:25:56.300	14.436	10.750	
1993-012T20:36:14.200	14.436	10.750	
1993-012T18:14:43.200	6.6310	10.740	
1993-012T20:40:19.200	15.115	10.740	
1993-012T17:25:55.400	15.115	10.740	
1993-012T17:17:51.500	15.115	10.740	
1993-033T20:14:11.200	16.565	10.740	
1993-012T17:06:52.000	16.132	10.740	
1993-012T16:55:16.500	15.115	10.740	
1993-033T20:31:11.000	8.2970	10.740	
1993-033T20:25:07.900	8.2970	10.740	
1993-012T17:11:24.300	15.115	10.740	
1993-033T20:33:12.100	8.2970	10.740	
1993-012T17:29:27.000	15.704	10.710	
1993-012T17:15:02.100	7.1730	10.700	
1993-012T18:00:57.400	16.277	10.700	
1993-033T21:00:38.300	16.277	10.700	
1993-012T21:21:24.500	5.4870	10.700	
1993-012T20:43:05.600	15.595	10.700	
1993-012T17:44:46.500	12.113	10.700	
1993-012T20:46:19.100	16.277	10.700	
1993-012T20:46:43.300	16.277	10.700	
1993-012T20:11:38.000	15.595	10.700	
1993-012T19:59:32.100	15.595	10.700	
1993-012T20:05:59.300	15.595	10.700	
1993-012T16:58:02.800	16.277	10.700	
1993-033T20:44:51.100	29.561	10.700	
1993-012T17:25:31.200	7.1730	10.700	
1993-012T20:26:33.400	15.595	10.700	
1993-012T17:12:33.900	15.595	10.700	
1993-012T20:05:07.800	9.5640	10.690	
1993-033T20:40:49.000	9.5640	10.690	
1993-033T20:33:12.100	8.8000	10.690	
1993-033T20:28:21.600	8.8000	10.690	
1993-033T20:17:03.700	8.8000	10.690	
1993-012T16:59:36.500	9.5640	10.690	
1993-033T20:43:20.300	7.8320	10.680	
1993-012T17:01:43.600	16.190	10.680	
1993-012T20:22:10.200	7.8320	10.680	
1993-012T17:39:13.800	16.190	10.680	
1993-012T17:21:29.200	16.190	10.680	
1993-012T17:08:10.800	16.190	10.680	
1993-033T20:13:28.900	16.190	10.680	
1993-012T20:47:10.600	16.190	10.680	
1993-012T21:01:38.800	12.104	10.680	
1993-033T20:09:26.800	16.190	10.680	
1993-012T17:53:20.700	16.190	10.680	
1993-012T21:21:03.300	16.190	10.680	
1993-012T18:34:29.000	14.077	10.660	
1993-012T17:48:27.300	8.4210	10.660	
1993-033T21:31:18.300	14.928	10.650	
1993-012T20:22:31.400	16.974	10.650	
1993-012T17:24:42.800	7.3580	10.650	
1993-012T19:56:18.500	14.928	10.650	
1993-012T20:14:00.200	12.300	10.640	
1993-012T21:11:19.500	13.322	10.630	
1993-012T17:35:05.800	6.3870	10.630	
1993-012T17:28:44.800	12.468	10.620	
1993-012T21:21:48.600	13.794	10.610	
1993-012T20:36:38.400	13.794	10.610	
1993-033T20:19:32.000	8.3200	10.610	
1993-012T20:15:18.800	8.3200	10.610	
1993-012T16:51:59.900	6.5420	10.600	
1993-033T21:30:08.600	17.444	10.600	
1993-033T21:29:20.300	14.983	10.590	
1993-012T20:31:26.800	14.983	10.590	
1993-012T18:16:14.000	8.7500	10.590	
1993-033T20:25:29.100	8.7500	10.590	
1993-012T21:10:58.300	14.983	10.590	
1993-012T18:16:14.000	10.071	10.580	
1993-012T19:52:40.700	8.9280	10.580	
1993-012T19:58:43.600	8.9280	10.580	
1993-012T17:54:06.100	8.0510	10.580	
1993-012T16:53:39.600	7.5460	10.580	
1993-033T20:41:40.500	8.5470	10.570	
1993-012T18:01:21.600	8.5470	10.570	
1993-012T20:25:45.000	8.5470	10.570	
1993-012T20:14:03.200	8.5470	10.570	
1993-012T20:30:38.400	5.4500	10.570	
1993-033T20:25:59.300	8.0250	10.560	
1993-012T20:08:00.300	14.275	10.560	
1993-033T21:20:51.900	11.184	10.540	
1993-012T20:03:34.100	16.106	10.530	
1993-012T17:14:34.900	16.106	10.530	
1993-012T16:49:34.700	16.106	10.530	
1993-012T17:08:07.800	16.106	10.530	
1993-012T20:21:43.000	16.106	10.530	
1993-012T17:07:43.500	16.106	10.530	
1993-012T16:57:38.600	16.106	10.530	
1993-012T17:30:18.500	16.106	10.530	
1993-012T20:39:03.600	16.106	10.530	
1993-012T17:29:57.300	16.054	10.530	
1993-033T20:34:03.500	6.7200	10.530	
1993-012T20:16:28.400	16.106	10.530	
1993-033T20:35:58.500	9.0710	10.530	
1993-012T17:27:32.100	16.054	10.530	
1993-012T16:50:23.100	16.106	10.530	
1993-012T17:06:09.800	16.054	10.530	
1993-012T20:36:41.400	16.054	10.530	
1993-012T16:55:34.500	24.282	10.520	
1993-012T17:36:45.700	15.427	10.520	
1993-012T20:49:57.000	15.427	10.520	
1993-012T20:33:49.000	15.427	10.520	
1993-012T17:42:00.100	15.427	10.520	
1993-012T17:14:07.600	15.917	10.520	
1993-012T21:04:03.900	15.427	10.520	
1993-012T18:10:14.000	15.427	10.520	
1993-012T17:29:02.800	12.679	10.510	
1993-012T20:00:44.600	8.1730	10.510	
1993-012T18:08:34.100	8.5910	10.510	
1993-033T20:59:25.700	6.2160	10.510	
1993-012T17:50:04.100	8.1730	10.510	
1993-012T18:03:43.800	8.5910	10.510	
1993-012T20:07:11.800	7.5700	10.510	
1993-012T20:14:00.200	7.9710	10.500	
1993-033T21:16:01.300	13.950	10.500	
1993-012T17:02:01.700	15.492	10.500	
1993-012T17:37:37.100	13.950	10.500	
1993-012T17:04:54.100	16.799	10.480	
1993-012T20:45:30.800	16.799	10.480	
1993-012T20:23:44.000	16.799	10.480	
1993-012T20:51:33.700	16.799	10.480	
1993-012T20:36:38.400	16.799	10.480	
1993-012T20:14:06.300	7.7360	10.480	
1993-012T21:20:36.100	16.799	10.480	
1993-012T20:29:47.000	16.799	10.480	
1993-012T20:53:34.700	14.763	10.470	
1993-033T20:29:34.200	7.6890	10.470	
1993-012T17:32:43.700	14.763	10.470	
1993-012T20:33:24.800	14.763	10.470	
1993-012T18:07:45.800	8.9100	10.460	
1993-012T21:00:01.900	5.6910	10.460	
1993-033T20:17:31.000	8.5190	10.440	
1993-012T20:33:03.600	8.5190	10.440	
1993-033T20:19:26.000	12.871	10.430	
1993-033T20:33:12.100	8.2970	10.430	
1993-033T20:34:00.500	8.2970	10.430	
1993-033T20:48:32.000	8.2970	10.430	
1993-033T20:25:53.300	12.871	10.430	
1993-033T20:22:42.600	8.2970	10.430	
1993-012T21:23:28.500	14.852	10.430	
1993-012T16:51:11.500	13.636	10.420	
1993-012T16:53:15.500	8.2210	10.420	
1993-012T20:36:17.200	8.2210	10.420	
1993-012T17:48:48.500	21.464	10.420	
1993-012T17:11:18.200	12.113	10.410	
1993-012T18:16:38.100	5.8540	10.410	
1993-012T17:22:41.800	6.0260	10.400	
1993-012T18:10:59.300	8.7500	10.400	
1993-012T20:33:52.000	15.918	10.380	
1993-012T17:17:27.300	15.918	10.380	
1993-012T17:29:06.000	6.9890	10.380	
1993-012T17:32:46.700	15.918	10.380	
1993-012T20:44:45.400	15.918	10.380	
1993-033T20:53:25.600	7.9280	10.370	
1993-012T20:14:54.600	7.9280	10.370	
1993-012T20:03:12.900	7.9280	10.370	
1993-012T20:30:32.300	13.652	10.360	
1993-012T19:59:32.100	7.9290	10.350	
1993-012T17:37:34.100	15.935	10.350	
1993-012T20:24:08.200	15.935	10.350	
1993-012T17:10:08.700	15.935	10.350	
1993-012T17:12:33.900	15.935	10.350	
1993-012T20:18:53.600	15.935	10.350	
1993-012T18:10:14.000	8.4210	10.340	
1993-012T20:34:16.200	13.823	10.340	
1993-033T20:10:12.200	15.260	10.340	
1993-012T21:12:32.100	15.260	10.340	
1993-012T19:56:18.500	15.260	10.340	
1993-033T21:02:36.300	16.132	10.330	
1993-012T20:52:19.100	14.252	10.330	
1993-012T20:00:17.500	9.0710	10.330	
1993-033T20:19:07.800	6.8090	10.320	
1993-012T16:52:48.300	16.624	10.300	
1993-012T16:57:14.500	16.624	10.300	
1993-012T16:56:26.000	6.2160	10.300	
1993-012T17:25:04.000	16.624	10.300	
1993-033T21:18:23.500	19.340	10.290	
1993-012T17:41:11.800	14.599	10.290	
1993-012T17:00:55.200	7.6400	10.290	
1993-012T20:14:51.600	19.340	10.290	
1993-012T20:32:12.200	14.599	10.290	
1993-012T16:55:10.300	17.004	10.290	
1993-012T20:26:57.600	14.599	10.290	
1993-012T17:36:45.700	6.1090	10.270	
1993-012T20:20:33.500	7.1730	10.250	
1993-012T19:55:51.300	20.482	10.250	
1993-012T20:33:49.000	5.3870	10.250	
1993-033T20:36:04.600	8.7210	10.240	
1993-012T20:19:17.800	8.9280	10.240	
1993-012T20:28:13.200	5.6930	10.240	
1993-012T20:06:50.600	8.7210	10.240	
1993-012T20:37:02.600	13.479	10.240	
1993-033T20:26:41.700	6.3870	10.240	
1993-033T20:47:46.600	5.6930	10.240	
1993-012T20:18:26.400	6.3870	10.240	
1993-012T20:30:08.100	11.743	10.240	
1993-012T16:51:35.700	13.479	10.240	
1993-012T20:18:08.300	15.783	10.230	
1993-033T20:17:00.700	7.3750	10.220	
1993-012T18:11:47.800	8.7500	10.210	
1993-012T20:47:07.500	13.954	10.190	
1993-012T17:26:43.800	5.9420	10.190	
1993-012T21:16:58.300	13.954	10.190	
1993-012T17:56:55.500	9.3180	10.190	
1993-033T20:44:54.100	13.954	10.190	
1993-033T21:26:30.800	13.697	10.190	
1993-012T20:20:33.500	13.697	10.190	
1993-012T21:02:27.100	13.954	10.190	
1993-012T17:12:33.900	13.954	10.190	
1993-012T17:26:40.800	15.764	10.180	
1993-012T20:18:53.600	15.764	10.180	
1993-033T20:19:04.800	15.764	10.180	
1993-012T17:40:23.500	15.764	10.180	
1993-012T16:54:49.300	15.764	10.180	
1993-012T20:51:09.500	15.764	10.180	
1993-012T20:49:57.000	15.093	10.170	
1993-012T20:41:04.600	15.093	10.170	
1993-012T17:46:26.300	15.093	10.170	
1993-012T17:56:04.000	6.9430	10.140	
1993-012T20:36:14.200	8.6730	10.140	
1993-012T17:44:22.300	12.113	10.130	
1993-012T18:10:11.000	9.0710	10.130	
1993-012T17:44:01.100	16.450	10.130	
1993-012T20:47:56.000	16.450	10.130	
1993-012T17:20:13.600	16.450	10.130	
1993-012T20:08:24.500	16.450	10.130	
1993-033T21:01:26.700	6.4320	10.130	
1993-012T17:20:58.900	10.943	10.130	
1993-033T20:52:10.000	16.450	10.130	
1993-012T17:02:50.100	15.917	10.120	
1993-012T18:17:29.600	8.2970	10.120	
1993-012T17:48:24.300	16.348	10.120	
1993-033T20:32:23.600	8.2970	10.120	
1993-012T20:18:02.200	15.917	10.120	
1993-033T20:44:54.100	14.436	10.110	
1993-012T17:21:50.400	11.662	10.100	
1993-012T20:35:53.000	15.648	10.090	
1993-012T20:05:13.900	6.8990	10.090	
1993-012T20:45:58.000	15.648	10.090	
1993-012T20:20:57.600	15.648	10.090	
1993-012T17:02:56.200	15.648	10.090	
1993-012T19:54:38.600	8.9100	10.080	
1993-033T20:40:00.600	8.9100	10.080	
1993-033T20:43:17.300	7.9290	10.060	
1993-033T20:41:13.300	20.240	10.060	
1993-012T17:31:55.300	7.9290	10.060	
1993-012T17:05:21.300	8.3200	10.060	
1993-033T20:37:38.400	7.3350	10.050	
1993-012T17:02:53.200	12.403	10.040	
1993-012T20:28:37.400	8.0250	10.040	
1993-012T17:34:20.500	12.403	10.040	
1993-012T17:25:04.000	18.047	10.040	
1993-033T20:17:55.100	13.571	10.040	
1993-012T21:02:30.200	5.6120	10.030	
1993-033T20:27:05.900	8.7500	10.020	
1993-033T20:26:17.500	8.7500	10.020	
1993-012T17:45:37.900	15.595	10.010	
1993-033T20:38:26.800	15.595	10.010	
1993-033T20:13:25.900	15.595	10.010	
1993-012T17:00:31.000	7.7360	9.9900	
1993-012T17:41:39.000	7.2650	9.9900	
1993-012T17:30:45.800	7.2650	9.9900	
1993-012T17:50:25.300	12.489	9.9900	
1993-012T20:29:01.600	14.462	9.9900	
1993-012T17:43:33.900	17.674	9.9900	
1993-033T21:01:02.500	20.099	9.9800	
1993-033T21:28:28.800	16.277	9.9700	
1993-033T21:22:01.400	16.277	9.9700	
1993-033T21:00:38.300	16.277	9.9700	
1993-012T20:33:24.800	16.277	9.9700	
1993-012T17:22:38.800	16.277	9.9700	
1993-012T20:08:24.500	7.5700	9.9600	
1993-012T20:55:08.500	11.743	9.9600	
1993-012T17:58:05.000	8.5910	9.9600	
1993-012T17:43:40.000	15.514	9.9500	
1993-012T17:31:10.000	15.514	9.9500	
1993-012T17:04:57.100	15.514	9.9500	
1993-012T20:09:12.800	8.5470	9.9300	
1993-012T17:55:39.800	16.132	9.9200	
1993-012T19:37:42.300	8.1240	9.9100	
1993-033T20:23:06.800	8.1730	9.9100	
1993-012T17:11:00.100	7.4520	9.9100	
1993-012T18:01:21.600	10.679	9.9000	
1993-012T17:15:20.100	16.565	9.9000	
1993-033T21:22:04.500	6.8090	9.9000	
1993-033T20:35:58.500	8.4340	9.8900	
1993-033T20:43:14.300	8.9100	9.8900	
1993-012T20:01:54.200	8.4340	9.8900	
1993-012T21:06:32.200	13.447	9.8900	
1993-033T21:20:27.600	13.447	9.8900	
1993-012T20:05:32.000	8.9100	9.8900	
1993-012T20:27:18.800	14.866	9.8800	
1993-012T20:10:01.300	6.9890	9.8800	
1993-012T20:26:57.600	13.167	9.8800	
1993-012T19:55:57.300	8.2210	9.8800	
1993-033T21:33:19.300	16.974	9.8700	
1993-033T20:45:45.600	6.9900	9.8600	
1993-012T17:22:41.800	6.9900	9.8600	
1993-012T17:19:22.100	17.004	9.8600	
1993-012T17:24:15.600	6.1090	9.8500	
1993-012T20:01:05.800	9.5640	9.8500	
1993-012T16:51:11.500	15.427	9.8400	
1993-033T21:03:06.600	14.333	9.8400	
1993-012T20:38:15.100	15.427	9.8400	
1993-012T20:22:07.200	15.427	9.8400	
1993-012T19:50:39.700	15.427	9.8400	
1993-012T17:41:36.000	14.763	9.8300	
1993-012T19:56:42.600	8.2970	9.8200	
1993-012T20:05:35.100	8.2970	9.8200	
1993-012T18:05:44.800	8.2780	9.8200	
1993-012T20:01:11.900	12.589	9.8200	
1993-012T20:20:09.300	7.1730	9.8000	
1993-012T17:06:31.000	16.106	9.8000	
1993-012T20:27:46.000	16.106	9.8000	
1993-012T17:43:09.700	17.449	9.8000	
1993-012T21:02:30.200	15.380	9.8000	
1993-033T20:27:36.200	7.1730	9.8000	
1993-012T20:37:51.000	16.106	9.8000	
1993-033T20:42:31.900	7.1730	9.8000	
1993-012T20:26:09.300	16.106	9.8000	
1993-012T17:05:42.600	16.106	9.8000	
1993-012T20:49:08.500	16.106	9.8000	
1993-012T17:40:50.600	7.6400	9.8000	
1993-012T17:11:45.500	16.106	9.8000	
1993-012T17:25:00.900	11.378	9.7900	
1993-012T20:14:27.500	7.3350	9.7900	
1993-012T17:58:56.400	7.9290	9.7800	
1993-033T20:16:39.500	7.9290	9.7800	
1993-033T20:41:13.300	14.050	9.7800	
1993-012T19:53:26.000	8.5910	9.7700	
1993-033T20:56:15.000	16.603	9.7500	
1993-012T16:59:18.400	16.603	9.7500	
1993-033T20:27:57.400	7.4520	9.7400	
1993-012T16:50:26.100	13.322	9.7400	
1993-012T16:50:44.200	15.917	9.7300	
1993-012T17:00:49.100	15.917	9.7300	
1993-012T17:27:32.100	6.3680	9.7300	
1993-012T16:56:47.100	15.492	9.7300	
1993-012T20:18:29.500	8.4210	9.7200	
1993-012T20:37:51.000	16.799	9.7100	
1993-033T20:26:41.700	8.4340	9.7100	
1993-012T20:25:45.000	16.799	9.7100	
1993-012T20:23:22.800	6.7200	9.7100	
1993-012T17:06:31.000	16.799	9.7100	
1993-012T16:50:23.100	16.799	9.7100	
1993-012T20:03:55.200	8.4340	9.7100	
1993-033T20:53:01.400	8.4190	9.7000	
1993-033T20:24:43.700	8.0510	9.7000	
1993-033T20:57:24.600	13.012	9.7000	
1993-012T20:01:57.300	8.0510	9.7000	
1993-012T17:31:10.000	14.204	9.7000	
1993-033T20:25:05.000	8.9100	9.7000	
1993-033T20:10:39.500	8.1230	9.7000	
1993-033T20:20:17.400	12.554	9.7000	
1993-012T18:13:51.800	8.0510	9.7000	
1993-033T21:01:02.500	6.4320	9.6800	
1993-033T20:23:09.900	7.8320	9.6800	
1993-012T20:38:42.400	7.8320	9.6800	
1993-033T20:39:15.200	15.260	9.6700	
1993-012T20:28:34.400	15.260	9.6700	
1993-012T17:52:53.500	15.260	9.6700	
1993-012T16:57:38.600	15.260	9.6700	
1993-012T17:13:46.500	15.260	9.6700	
1993-012T17:19:04.000	15.247	9.6600	
1993-012T20:18:32.500	15.247	9.6600	
1993-012T17:39:32.000	8.7500	9.6500	
1993-033T20:26:17.500	8.2780	9.6400	
1993-012T20:14:48.600	8.2780	9.6400	
1993-012T20:16:25.400	10.943	9.6400	
1993-033T20:55:50.800	5.8590	9.6400	
1993-012T21:00:50.300	15.935	9.6400	
1993-012T19:46:58.900	8.2780	9.6400	
1993-012T17:07:43.500	15.935	9.6400	
1993-033T20:24:43.700	7.6890	9.6300	
1993-012T17:36:45.700	7.6890	9.6300	
1993-012T17:43:33.900	11.927	9.6300	
1993-033T20:20:41.600	7.6890	9.6300	
1993-033T20:32:02.500	7.5460	9.6200	
1993-012T17:35:36.100	7.5460	9.6200	
1993-012T20:27:24.800	16.465	9.6200	
1993-012T20:13:42.100	7.5460	9.6200	
1993-033T20:45:18.300	8.1730	9.6100	
1993-033T20:45:45.600	7.0810	9.6100	
1993-012T20:24:53.600	12.679	9.6100	
1993-012T20:23:22.800	7.0810	9.6100	
1993-033T20:51:00.300	9.0280	9.6000	
1993-012T19:40:31.800	8.5910	9.5900	
1993-012T20:03:09.800	7.8090	9.5700	
1993-012T19:59:29.000	8.1240	9.5700	
1993-033T20:36:25.800	7.2190	9.5700	
1993-012T17:58:32.200	7.8090	9.5700	
1993-012T20:28:10.200	7.8090	9.5700	
1993-033T20:23:06.800	7.8090	9.5700	
1993-012T17:31:07.000	16.624	9.5500	
1993-012T17:22:38.800	16.624	9.5500	
1993-012T20:34:34.300	15.704	9.5400	
1993-012T18:11:53.800	7.2650	9.5400	
1993-033T20:37:14.200	9.8510	9.5400	
1993-012T20:20:51.600	15.704	9.5400	
1993-012T17:24:18.600	7.2650	9.5400	
1993-012T20:36:17.200	15.115	9.5300	
1993-033T20:41:37.500	8.4340	9.5300	
1993-033T20:31:59.500	7.3350	9.5300	
1993-033T20:25:59.300	8.3200	9.5300	
1993-033T20:36:01.600	8.2970	9.5200	
1993-033T21:04:16.200	19.528	9.5200	
1993-033T20:16:15.300	18.412	9.5100	
1993-012T17:08:56.100	18.412	9.5100	
1993-033T20:46:55.200	15.093	9.5100	
1993-033T20:41:40.500	15.093	9.5100	
1993-012T20:37:29.800	7.7360	9.5000	
1993-012T20:31:02.600	7.7360	9.5000	
1993-012T21:18:35.000	14.436	9.4900	
1993-012T20:28:31.400	12.300	9.4900	
1993-012T21:04:52.300	15.764	9.4800	
1993-012T17:18:12.600	15.764	9.4800	
1993-012T20:51:09.500	15.764	9.4800	
1993-012T17:30:15.500	11.560	9.4800	
1993-012T20:19:17.800	15.764	9.4800	
1993-012T20:37:26.800	15.764	9.4800	
1993-033T21:13:36.000	16.327	9.4800	
1993-012T17:29:54.300	15.764	9.4800	
1993-033T21:01:02.500	15.764	9.4800	
1993-033T20:18:43.600	16.327	9.4800	
1993-012T20:20:54.600	15.764	9.4800	
1993-012T20:02:42.600	8.2780	9.4700	
1993-033T20:38:51.000	5.5880	9.4600	
1993-012T17:17:51.500	13.075	9.4500	
1993-012T20:27:00.600	7.4520	9.4400	
1993-012T20:49:08.500	6.7640	9.4400	
1993-033T20:30:49.800	6.9900	9.4300	
1993-012T17:44:01.100	13.794	9.4300	
1993-012T17:49:39.900	13.794	9.4300	
