#MPHA.GSTICS.IEEETimeStr	MPQ	MASS	cal
1993-012T21:00:05.000	15.783	30.550	
1993-012T20:18:02.200	12.113	30.550	
1993-012T20:07:14.900	15.783	30.550	
1993-012T21:03:42.800	15.783	30.550	
1993-012T20:14:30.500	16.881	30.540	
1993-012T20:30:14.200	16.881	30.540	
1993-012T17:20:16.600	16.881	30.540	
1993-033T21:32:09.700	16.881	30.540	
1993-012T20:53:37.800	16.881	30.540	
1993-012T17:37:12.900	16.881	30.540	
1993-012T20:24:56.600	11.956	30.540	
1993-033T20:31:35.300	7.5700	30.540	
1993-033T20:44:02.700	17.449	30.530	
1993-033T20:08:32.300	19.287	30.420	
1993-012T17:21:29.200	15.247	30.400	
1993-012T20:44:21.100	15.247	30.400	
1993-012T17:07:19.300	8.6730	30.390	
1993-033T20:53:19.600	7.8200	30.360	
1993-033T20:56:36.200	22.060	30.360	
1993-033T20:43:20.300	14.333	30.290	
1993-012T17:25:07.000	14.333	30.290	
1993-012T17:52:05.100	15.427	30.240	
1993-033T20:26:47.800	12.230	30.200	
1993-012T20:48:47.300	16.190	30.130	
1993-033T20:17:31.000	16.190	30.130	
1993-012T20:31:26.800	16.190	30.130	
1993-012T20:35:04.600	16.190	30.130	
1993-012T16:54:52.300	16.190	30.130	
1993-012T20:59:40.700	16.190	30.130	
1993-012T20:13:42.100	15.648	30.080	
1993-012T16:54:28.100	15.648	30.080	
1993-012T17:16:38.800	15.648	30.080	
1993-033T20:17:06.700	16.742	30.080	
1993-012T17:23:06.000	15.648	30.080	
1993-012T17:41:39.000	16.742	30.080	
1993-012T17:51:16.700	6.8760	30.060	
1993-012T20:29:44.000	14.660	30.000	
1993-012T20:48:44.300	6.0030	29.920	
1993-033T20:17:03.700	21.265	29.860	
1993-033T20:48:07.800	7.6890	29.810	
1993-012T21:14:33.100	6.8760	29.740	
1993-012T20:10:01.300	15.260	29.680	
1993-012T17:10:35.900	16.054	29.670	
1993-033T20:13:53.100	16.054	29.670	
1993-012T20:32:15.200	16.054	29.670	
1993-012T20:34:16.200	16.054	29.670	
1993-012T16:58:05.800	16.054	29.670	
1993-012T17:15:02.100	16.054	29.670	
1993-012T17:07:46.500	16.054	29.670	
1993-012T17:33:59.300	16.054	29.670	
1993-012T17:19:28.300	12.709	29.640	
1993-012T16:50:47.300	6.1090	29.630	
1993-012T20:57:15.500	16.603	29.620	
1993-012T20:16:31.500	16.603	29.620	
1993-012T16:48:46.300	10.538	29.620	
1993-033T20:51:48.800	6.7200	29.620	
1993-033T20:42:04.700	17.866	29.620	
1993-012T17:08:59.100	15.514	29.610	
1993-012T21:13:47.800	15.514	29.610	
1993-012T20:04:46.600	24.534	29.610	
1993-012T21:02:30.200	15.514	29.610	
1993-012T16:53:15.500	18.598	29.610	
1993-012T20:16:28.400	16.106	29.570	
1993-012T18:19:03.300	23.496	29.470	
1993-012T17:33:35.100	17.161	29.460	
1993-012T18:05:20.600	52.701	29.430	
1993-012T17:18:33.700	13.064	29.400	
1993-033T20:25:56.300	8.8000	29.350	
1993-033T20:38:23.800	17.900	29.330	
1993-012T19:54:14.500	17.900	29.330	
1993-033T20:24:16.500	58.290	29.300	
1993-012T17:59:44.800	6.5420	29.300	
1993-012T20:41:56.000	15.918	29.210	
1993-012T17:17:27.300	15.918	29.210	
1993-012T17:54:57.500	15.918	29.210	
1993-012T20:33:27.800	15.918	29.210	
1993-012T17:32:46.700	15.918	29.210	
1993-033T20:29:37.200	15.918	29.210	
1993-012T21:11:22.600	15.918	29.210	
1993-033T20:56:39.300	16.465	29.170	
1993-012T17:38:01.300	16.465	29.170	
1993-033T21:14:00.300	16.465	29.170	
1993-012T17:11:48.500	16.465	29.170	
1993-012T17:23:54.400	16.465	29.170	
1993-033T21:35:47.600	16.465	29.170	
1993-012T17:09:23.300	16.465	29.170	
1993-012T21:18:38.100	15.380	29.150	
1993-012T20:23:22.800	20.092	29.130	
1993-012T17:31:31.100	16.277	29.120	
1993-012T20:14:03.200	8.2970	29.120	
1993-012T17:19:46.300	9.2340	29.110	
1993-012T18:11:50.800	7.5700	29.080	
1993-012T16:57:41.600	19.188	29.030	
1993-012T20:25:48.000	17.021	29.010	
1993-012T17:44:28.300	17.021	29.010	
1993-012T20:31:51.000	17.021	29.010	
1993-012T17:35:08.900	18.047	29.000	
1993-033T20:42:01.700	22.468	28.960	
1993-012T20:22:07.200	14.275	28.960	
1993-033T20:59:49.900	14.763	28.910	
1993-033T20:06:13.100	15.783	28.760	
1993-033T20:34:24.700	15.260	28.760	
1993-012T20:31:51.000	15.783	28.760	
1993-033T21:27:43.400	15.783	28.760	
1993-012T17:10:35.900	15.783	28.760	
1993-033T21:13:11.800	18.306	28.750	
1993-012T20:34:16.200	16.327	28.730	
1993-012T17:11:24.300	16.327	28.730	
1993-012T21:02:06.000	16.327	28.730	
1993-033T20:27:57.400	22.666	28.730	
1993-012T20:11:16.800	16.327	28.730	
1993-012T17:10:35.900	16.327	28.730	
1993-012T18:08:10.000	17.900	28.710	
1993-012T20:57:36.700	8.2970	28.710	
1993-033T21:29:44.500	21.961	28.700	
1993-033T20:31:14.100	15.247	28.690	
1993-012T20:31:51.000	15.247	28.690	
1993-012T20:58:52.400	6.9900	28.670	
1993-012T17:23:51.400	16.799	28.660	
1993-012T20:35:50.000	16.106	28.590	
1993-012T17:16:57.000	9.3990	28.570	
1993-012T21:12:53.200	9.3990	28.570	
1993-012T17:53:17.600	10.538	28.510	
1993-012T17:49:39.900	15.764	28.500	
1993-012T18:04:32.100	8.2780	28.470	
1993-012T20:27:46.000	12.104	28.460	
1993-012T17:53:44.900	11.527	28.360	
1993-033T20:28:48.800	7.9280	28.360	
1993-033T20:37:35.300	9.2340	28.330	
1993-012T21:02:54.400	15.648	28.320	
1993-012T17:06:58.100	15.648	28.320	
1993-012T20:40:43.400	15.648	28.320	
1993-012T20:46:22.100	17.444	28.310	
1993-012T20:57:15.500	17.444	28.310	
1993-012T17:34:23.500	16.190	28.290	
1993-012T16:51:14.500	16.190	28.290	
1993-012T20:07:14.900	16.190	28.290	
1993-012T20:36:41.400	14.204	28.270	
1993-012T17:23:24.100	8.7500	28.270	
1993-012T17:41:14.800	8.0250	28.250	
1993-012T17:32:22.500	15.115	28.240	
1993-012T16:56:01.800	15.093	28.230	
1993-012T17:19:28.300	8.5190	28.210	
1993-012T19:59:07.900	13.167	28.210	
1993-012T16:48:00.900	16.742	28.150	
1993-012T16:52:51.300	16.742	28.150	
1993-012T20:37:54.000	16.742	28.150	
1993-033T20:56:39.300	9.2360	28.130	
1993-033T20:25:56.300	14.275	28.130	
1993-012T19:59:53.200	16.784	28.060	
1993-012T20:52:43.300	16.784	28.060	
1993-012T18:17:26.500	23.237	28.040	
1993-012T16:55:13.500	7.2190	27.990	
1993-033T20:30:46.800	15.595	27.980	
1993-012T17:49:18.700	13.322	27.960	
1993-033T20:42:04.700	31.055	27.910	
1993-012T18:07:00.400	31.055	27.910	
1993-033T21:00:41.300	17.302	27.890	
1993-012T17:53:20.700	17.302	27.890	
1993-012T21:11:46.800	17.302	27.890	
1993-012T20:24:11.200	17.302	27.890	
1993-012T16:52:51.300	16.054	27.860	
1993-033T20:14:17.300	16.054	27.860	
1993-012T17:45:41.000	16.054	27.860	
1993-033T20:15:30.000	16.054	27.860	
1993-012T17:42:27.400	16.054	27.860	
1993-012T17:46:05.100	16.054	27.860	
1993-033T21:30:57.100	16.054	27.860	
1993-012T17:10:11.700	16.054	27.860	
1993-033T20:16:15.300	19.908	27.840	
1993-012T18:13:48.700	10.242	27.810	
1993-033T20:58:16.100	18.745	27.800	
1993-012T21:23:52.700	14.983	27.800	
1993-012T20:22:58.600	14.983	27.800	
1993-012T20:24:59.600	16.603	27.720	
1993-012T17:19:28.300	16.603	27.720	
1993-012T20:49:60.000	16.603	27.720	
1993-033T21:19:15.000	16.603	27.720	
1993-012T17:28:38.600	8.1240	27.670	
1993-012T20:41:53.000	16.450	27.640	
1993-033T20:15:27.000	16.450	27.640	
1993-012T16:55:37.600	16.799	27.630	
1993-012T17:31:58.300	14.462	27.630	
1993-012T17:06:09.800	10.200	27.560	
1993-012T20:14:03.200	14.599	27.520	
1993-012T20:19:45.000	19.487	27.510	
1993-012T17:56:34.300	7.3580	27.480	
1993-012T16:59:42.600	17.161	27.470	
1993-012T20:49:11.600	17.161	27.470	
1993-012T17:19:49.500	9.3180	27.460	
1993-012T17:05:21.300	15.380	27.450	
1993-012T21:17:25.500	15.380	27.450	
1993-012T20:32:39.500	15.380	27.450	
1993-033T21:13:36.000	15.380	27.450	
1993-012T17:27:32.100	15.380	27.450	
1993-012T17:13:25.300	15.380	27.450	
1993-033T20:44:26.900	8.1240	27.450	
1993-033T20:11:03.600	15.918	27.430	
1993-012T20:59:16.600	15.918	27.430	
1993-012T17:09:23.300	15.918	27.430	
1993-012T20:43:57.000	15.918	27.430	
1993-012T17:08:35.000	15.918	27.430	
1993-012T17:10:35.900	15.918	27.430	
1993-033T21:01:05.500	15.918	27.430	
1993-012T20:43:57.000	5.5310	27.390	
1993-012T20:04:49.600	14.852	27.360	
1993-033T20:51:00.300	14.852	27.360	
1993-012T17:21:53.400	16.465	27.300	
1993-033T20:25:59.300	16.465	27.300	
1993-033T21:00:41.300	16.465	27.300	
1993-012T17:40:26.500	16.465	27.300	
1993-012T20:43:57.000	16.465	27.300	
1993-012T17:43:15.800	16.465	27.300	
1993-012T20:21:21.800	16.465	27.300	
1993-033T20:52:55.400	20.970	27.260	
1993-033T20:35:16.100	8.6200	27.260	
1993-033T20:29:37.200	8.6200	27.260	
1993-012T20:50:21.100	6.8760	27.200	
1993-033T20:19:04.800	14.763	27.180	
1993-012T19:59:32.100	16.277	27.150	
1993-033T20:17:27.900	12.104	27.130	
1993-012T17:27:53.300	15.935	27.110	
1993-033T20:37:17.200	17.729	27.100	
1993-033T20:13:50.100	13.954	27.070	
1993-012T20:37:48.000	5.8540	27.070	
1993-012T21:01:17.600	17.021	27.060	
1993-033T21:09:09.700	17.021	27.060	
1993-012T17:08:59.100	17.021	27.060	
1993-012T17:33:35.100	17.021	27.060	
1993-012T20:48:23.200	17.021	27.060	
1993-012T20:42:20.200	15.247	27.020	
1993-033T20:38:29.800	15.247	27.020	
1993-012T20:08:03.300	15.247	27.020	
1993-012T20:12:53.600	13.447	27.020	
1993-012T16:50:50.300	15.783	27.010	
1993-012T20:57:39.800	15.783	27.010	
1993-012T20:35:53.000	15.783	27.010	
1993-012T17:01:43.600	15.783	27.010	
1993-033T20:39:18.300	15.783	27.010	
1993-012T17:29:57.300	15.783	27.010	
1993-012T21:18:14.000	15.783	27.010	
1993-012T20:54:26.100	15.783	27.010	
1993-012T20:04:25.500	15.783	27.010	
1993-012T17:30:42.800	29.179	27.000	
1993-012T20:10:49.600	15.260	26.950	
1993-033T20:20:41.600	15.260	26.950	
1993-012T20:01:08.800	15.260	26.950	
1993-012T17:16:57.000	6.2510	26.920	
1993-012T17:15:50.500	6.8090	26.920	
1993-012T21:13:23.600	16.327	26.890	
1993-012T17:20:16.600	16.327	26.890	
1993-012T17:05:45.600	16.327	26.890	
1993-012T17:02:32.000	16.327	26.890	
1993-012T20:55:14.500	16.327	26.890	
1993-012T17:25:07.000	16.327	26.890	
1993-012T20:15:37.000	10.766	26.880	
1993-033T21:01:02.500	6.8760	26.880	
1993-012T18:13:03.400	9.1880	26.840	
1993-012T20:42:14.100	8.9100	26.820	
1993-012T20:01:11.900	5.6120	26.750	
1993-033T20:58:16.100	14.204	26.750	
1993-033T20:32:50.900	5.6120	26.750	
1993-033T20:56:39.300	14.204	26.750	
1993-012T20:54:26.100	14.204	26.750	
1993-012T20:43:08.600	17.586	26.700	
1993-012T17:42:51.600	17.586	26.700	
1993-033T20:41:43.500	17.586	26.700	
1993-012T17:28:20.600	16.881	26.660	
1993-012T17:42:51.600	16.881	26.660	
1993-012T17:17:03.100	16.881	26.660	
1993-012T17:36:45.700	16.106	26.650	
1993-012T17:19:49.500	16.106	26.650	
1993-012T21:11:43.600	16.106	26.650	
1993-012T17:09:44.500	16.106	26.650	
1993-012T17:06:55.100	16.450	26.650	
1993-012T17:53:17.600	16.799	26.620	
1993-012T17:21:05.000	18.306	26.610	
1993-033T21:11:35.000	18.306	26.610	
1993-012T20:31:26.800	15.115	26.600	
1993-012T20:48:47.300	15.648	26.590	
1993-012T16:58:54.200	15.648	26.590	
1993-033T20:56:39.300	15.648	26.590	
1993-012T20:57:39.800	15.648	26.590	
1993-012T20:50:24.200	15.648	26.590	
1993-012T17:25:55.400	15.648	26.590	
1993-012T20:43:08.600	15.648	26.590	
1993-012T20:52:25.100	13.322	26.580	
1993-033T20:27:05.900	19.999	26.580	
1993-012T17:18:12.600	9.3180	26.530	
1993-033T20:30:19.600	11.927	26.530	
1993-012T20:25:23.800	14.591	26.510	
1993-012T17:25:52.400	8.9280	26.500	
1993-012T20:01:33.100	14.275	26.490	
1993-033T20:26:41.700	34.094	26.490	
1993-012T17:44:04.100	16.190	26.480	
1993-012T17:07:46.500	16.190	26.480	
1993-012T17:33:59.300	16.190	26.480	
1993-012T19:57:58.300	16.190	26.480	
1993-012T20:28:13.200	16.190	26.480	
1993-033T20:47:22.500	16.190	26.480	
1993-012T20:47:34.800	16.190	26.480	
1993-033T20:08:38.400	16.190	26.480	
1993-012T17:33:10.900	16.190	26.480	
1993-012T17:25:07.000	16.190	26.480	
1993-033T21:09:06.700	6.6520	26.430	
1993-012T17:27:26.100	16.565	26.370	
1993-012T17:54:30.300	11.086	26.350	
1993-012T17:30:18.500	14.763	26.330	
1993-012T17:01:43.600	7.2650	26.320	
1993-012T20:49:53.900	13.652	26.320	
1993-012T20:29:01.600	14.077	26.320	
1993-012T20:18:08.300	17.444	26.310	
1993-012T21:02:27.100	6.9890	26.300	
1993-012T20:09:34.000	16.132	26.300	
1993-012T20:44:45.400	19.940	26.300	
1993-012T20:37:29.800	16.742	26.260	
1993-033T20:21:57.300	16.742	26.260	
1993-033T21:12:47.600	16.742	26.260	
1993-033T21:14:48.600	16.742	26.260	
1993-012T16:55:16.500	16.742	26.260	
1993-012T17:05:45.600	16.742	26.260	
1993-012T20:43:08.600	16.742	26.260	
1993-012T17:22:17.600	16.742	26.260	
1993-033T20:31:32.200	10.071	26.230	
1993-033T20:57:27.600	18.161	26.220	
1993-012T19:43:21.100	15.704	26.190	
1993-012T19:43:27.100	15.514	26.180	
1993-012T17:32:46.700	15.514	26.180	
1993-012T20:58:04.000	15.514	26.180	
1993-012T20:47:10.600	15.514	26.180	
1993-012T20:47:10.600	15.514	26.180	
1993-012T20:49:60.000	15.514	26.180	
1993-012T17:15:02.100	15.514	26.180	
1993-033T20:17:55.100	15.514	26.180	
1993-012T16:50:01.900	15.514	26.180	
1993-012T16:50:47.300	24.534	26.180	
1993-012T16:53:39.600	15.514	26.180	
1993-033T20:51:21.500	16.277	26.170	
1993-033T21:19:12.000	15.935	26.170	
1993-012T17:27:53.300	16.277	26.170	
1993-012T17:17:24.300	16.624	26.140	
1993-012T17:06:55.100	16.624	26.140	
1993-012T16:56:04.800	14.462	26.090	
1993-012T20:48:23.200	16.054	26.080	
1993-033T21:18:50.800	16.054	26.080	
1993-012T17:23:06.000	16.054	26.080	
1993-012T17:00:55.200	16.054	26.080	
1993-012T17:10:11.700	16.054	26.080	
1993-012T20:32:15.200	16.054	26.080	
1993-012T20:43:08.600	16.054	26.080	
1993-033T20:55:50.800	16.054	26.080	
1993-012T20:25:23.800	16.054	26.080	
1993-012T20:16:31.500	16.054	26.080	
1993-012T17:15:02.100	16.054	26.080	
1993-012T20:54:02.000	16.054	26.080	
1993-033T20:51:42.700	28.693	26.080	
1993-033T20:44:33.000	11.527	26.080	
1993-033T21:11:10.800	5.6930	26.070	
1993-012T17:26:43.800	13.571	26.060	
1993-012T18:14:16.000	15.260	26.060	
1993-012T18:00:06.000	51.925	26.050	
1993-012T18:06:57.300	51.925	26.050	
1993-012T18:19:51.700	21.464	26.040	
1993-012T17:50:04.100	17.328	25.970	
1993-033T20:46:58.200	17.302	25.920	
1993-033T20:32:02.500	17.302	25.920	
1993-012T20:55:14.500	17.302	25.920	
1993-012T17:58:35.300	13.950	25.900	
1993-012T17:38:01.300	16.603	25.870	
1993-012T16:50:01.900	16.603	25.870	
1993-012T20:47:34.800	16.603	25.870	
1993-012T21:12:11.000	16.603	25.870	
1993-012T17:41:39.000	16.603	25.870	
1993-012T17:23:30.200	16.603	25.870	
1993-012T20:29:50.000	16.603	25.870	
1993-012T18:07:24.600	14.599	25.830	
1993-033T20:32:20.600	16.132	25.780	
1993-012T20:45:58.000	15.380	25.780	
1993-012T20:31:02.600	15.380	25.780	
1993-012T17:46:29.300	15.380	25.780	
1993-012T16:53:15.500	15.380	25.780	
1993-012T20:06:02.300	15.380	25.780	
1993-033T21:14:24.500	15.380	25.780	
1993-012T17:00:06.800	15.380	25.780	
1993-033T20:46:58.200	15.380	25.780	
1993-012T16:58:54.200	15.380	25.780	
1993-012T20:35:04.600	15.380	25.780	
1993-012T17:40:02.200	14.852	25.770	
1993-033T20:23:31.100	9.4500	25.740	
1993-012T20:07:14.900	12.709	25.730	
1993-012T17:29:54.300	16.106	25.700	
1993-012T17:14:34.900	16.106	25.700	
1993-012T17:39:35.000	8.1730	25.700	
1993-033T21:20:27.600	20.706	25.690	
1993-012T17:52:56.500	15.918	25.680	
1993-012T20:47:34.800	15.918	25.680	
1993-012T20:46:22.100	15.918	25.680	
1993-012T16:52:51.300	15.918	25.680	
1993-012T17:25:55.400	15.918	25.680	
1993-012T17:09:20.300	7.1040	25.680	
1993-033T21:14:00.300	15.918	25.680	
1993-033T20:08:32.300	19.287	25.680	
1993-012T20:45:09.600	15.918	25.680	
1993-033T20:38:29.800	15.918	25.680	
1993-012T20:35:53.000	15.918	25.680	
1993-012T20:22:58.600	15.918	25.680	
1993-012T18:04:35.200	14.275	25.680	
1993-033T21:21:16.100	15.918	25.680	
1993-012T16:50:01.900	15.918	25.680	
1993-012T17:30:21.500	15.918	25.680	
1993-033T21:02:18.200	15.918	25.680	
1993-033T20:48:10.800	15.918	25.680	
1993-012T20:45:58.000	15.918	25.680	
1993-012T17:33:35.100	15.918	25.680	
1993-012T21:02:54.400	15.918	25.680	
1993-012T20:09:40.100	14.333	25.670	
1993-012T17:01:16.400	16.450	25.670	
1993-012T17:38:43.600	10.071	25.670	
1993-012T17:32:40.600	13.850	25.640	
1993-012T17:53:20.700	13.447	25.630	
1993-012T20:23:22.800	17.161	25.540	
1993-012T16:59:18.400	17.161	25.540	
1993-012T20:24:56.600	13.479	25.540	
1993-012T17:52:50.500	19.523	25.530	
1993-033T20:42:31.900	13.823	25.490	
1993-012T17:32:22.500	16.465	25.480	
1993-033T21:19:39.300	16.465	25.480	
1993-033T21:11:59.200	16.465	25.480	
1993-012T17:30:45.800	16.465	25.480	
1993-012T18:09:25.600	14.763	25.480	
1993-012T20:22:58.600	16.465	25.480	
1993-012T20:39:30.800	16.465	25.480	
1993-012T20:22:34.500	16.465	25.480	
1993-012T20:22:58.600	16.465	25.480	
1993-012T16:55:40.600	16.465	25.480	
1993-012T17:44:28.300	16.465	25.480	
1993-012T20:28:37.400	16.465	25.480	
1993-012T17:40:26.500	16.465	25.480	
1993-012T17:21:53.400	16.465	25.480	
1993-012T16:56:04.800	16.465	25.480	
1993-012T20:18:56.600	16.465	25.480	
1993-012T17:41:14.800	16.465	25.480	
1993-012T17:10:32.900	8.0510	25.470	
1993-012T17:26:43.800	17.872	25.460	
1993-012T20:27:49.000	17.872	25.460	
1993-012T16:56:29.000	15.247	25.380	
1993-012T20:45:09.600	15.247	25.380	
1993-012T16:49:37.700	15.247	25.380	
1993-012T17:30:45.800	15.247	25.380	
1993-033T21:12:23.400	15.247	25.380	
1993-012T17:37:37.100	15.247	25.380	
1993-012T17:23:54.400	15.247	25.380	
1993-012T17:42:51.600	15.247	25.380	
1993-012T17:27:32.100	8.1230	25.370	
1993-012T20:25:48.000	14.721	25.370	
1993-012T17:35:36.100	20.551	25.340	
1993-033T21:15:55.200	12.679	25.320	
1993-033T20:29:55.400	31.335	25.300	
1993-012T18:00:09.000	19.908	25.300	
1993-012T20:26:12.300	15.783	25.290	
1993-012T20:50:24.200	15.783	25.290	
1993-033T20:55:50.800	15.783	25.290	
1993-012T17:44:52.600	15.783	25.290	
1993-012T17:06:09.800	15.783	25.290	
1993-012T17:32:22.500	15.783	25.290	
1993-012T20:51:36.800	15.783	25.290	
1993-012T17:37:37.100	15.783	25.290	
1993-012T16:54:28.100	15.783	25.290	
1993-012T17:34:47.700	15.783	25.290	
1993-033T21:28:56.000	15.783	25.290	
1993-012T20:21:21.800	15.783	25.290	
1993-012T19:55:51.300	16.565	25.280	
1993-012T20:39:06.600	14.204	25.270	
1993-012T18:19:03.300	16.132	25.260	
1993-012T17:43:09.700	16.132	25.260	
1993-033T20:33:12.100	19.340	25.250	
1993-012T18:20:43.100	15.935	25.240	
1993-033T20:51:24.500	21.644	25.240	
1993-012T17:29:30.100	7.9290	25.240	
1993-012T20:53:59.000	15.935	25.240	
1993-033T21:26:27.800	15.935	25.240	
1993-033T20:23:03.800	9.2340	25.240	
1993-012T17:11:24.300	18.598	25.230	
1993-033T21:13:57.200	15.595	25.230	
1993-012T16:51:35.700	15.595	25.230	
1993-012T20:22:07.200	21.068	25.220	
1993-012T17:14:10.700	16.277	25.210	
1993-012T16:53:12.500	16.277	25.210	
1993-012T17:33:07.900	16.277	25.210	
1993-012T20:16:04.200	14.114	25.190	
1993-033T20:37:59.600	15.704	25.180	
1993-012T17:08:32.000	15.260	25.180	
1993-033T20:27:09.000	16.624	25.160	
1993-012T21:03:42.800	17.021	25.160	
1993-012T21:01:14.500	16.624	25.160	
1993-033T21:19:39.300	17.021	25.160	
1993-012T17:33:59.300	17.021	25.160	
1993-012T17:40:02.200	9.6590	25.110	
1993-033T20:51:21.500	8.0510	25.100	
1993-012T16:59:42.600	16.327	25.090	
1993-033T20:42:31.900	16.327	25.090	
1993-033T20:01:22.600	16.327	25.090	
1993-012T17:44:04.100	16.327	25.090	
1993-012T16:52:27.100	16.327	25.090	
1993-012T17:38:49.700	16.327	25.090	
1993-033T21:11:59.200	16.327	25.090	
1993-012T20:39:55.000	16.327	25.090	
1993-012T17:31:58.300	16.327	25.090	
1993-012T21:02:30.200	16.327	25.090	
1993-012T20:11:41.100	16.327	25.090	
1993-033T21:26:06.600	16.327	25.090	
1993-033T21:28:56.000	16.327	25.090	
1993-012T20:51:36.800	16.327	25.090	
1993-012T20:31:51.000	16.327	25.090	
1993-012T16:52:51.300	16.327	25.090	
1993-012T17:32:22.500	16.327	25.090	
1993-012T17:37:37.100	16.327	25.090	
1993-012T20:44:45.400	16.327	25.090	
1993-012T17:11:00.100	16.327	25.090	
1993-012T16:48:49.300	16.327	25.090	
1993-012T20:16:07.300	16.327	25.090	
1993-012T20:35:53.000	16.327	25.090	
1993-012T16:53:39.600	16.327	25.090	
1993-012T20:27:00.600	16.327	25.090	
1993-012T17:12:36.900	16.327	25.090	
1993-012T19:47:47.300	17.900	25.070	
1993-012T17:24:15.600	16.974	25.060	
1993-033T21:31:42.500	13.322	25.040	
1993-012T17:17:03.100	8.6200	25.040	
1993-012T17:00:06.800	9.4460	25.010	
1993-012T17:55:45.900	15.115	24.990	
1993-012T20:11:16.800	14.591	24.970	
1993-033T20:17:31.000	15.648	24.900	
1993-012T20:40:43.400	15.648	24.900	
1993-012T17:29:33.100	15.648	24.900	
1993-033T20:03:47.900	15.648	24.900	
1993-012T16:50:50.300	15.648	24.900	
1993-012T17:30:21.500	15.648	24.900	
1993-012T21:23:04.300	15.648	24.900	
1993-012T17:29:33.100	15.648	24.900	
1993-012T17:35:11.900	15.648	24.900	
1993-012T21:04:07.000	15.648	24.900	
1993-012T17:13:01.100	15.648	24.900	
1993-012T20:31:45.000	18.357	24.890	
1993-033T20:18:43.600	12.468	24.880	
1993-012T20:11:41.100	14.077	24.860	
1993-033T20:42:04.700	20.872	24.810	
1993-012T16:56:29.000	13.199	24.810	
1993-033T20:46:09.800	13.199	24.810	
1993-033T20:19:07.800	16.881	24.780	
1993-012T17:33:59.300	16.881	24.780	
1993-012T21:06:32.200	16.881	24.780	
1993-012T17:14:13.700	16.881	24.780	
1993-033T21:04:43.500	16.881	24.780	
1993-012T21:17:01.300	16.881	24.780	
1993-012T17:24:39.800	11.809	24.780	
1993-012T20:30:35.400	15.764	24.780	
1993-012T21:04:31.200	16.881	24.780	
1993-012T20:00:47.700	16.881	24.780	
1993-033T21:32:34.000	16.881	24.780	
1993-012T20:29:25.800	16.881	24.780	
1993-012T17:00:28.000	15.427	24.770	
1993-012T17:42:48.600	16.106	24.760	
1993-012T20:21:43.000	16.106	24.760	
1993-012T20:58:00.900	16.106	24.760	
1993-012T17:40:47.600	16.106	24.760	
1993-033T20:19:04.800	17.686	24.750	
1993-012T19:58:43.600	7.6890	24.750	
1993-033T20:29:58.400	10.399	24.740	
1993-012T19:53:26.000	16.132	24.740	
1993-012T20:32:09.100	10.943	24.730	
1993-012T17:32:43.700	15.093	24.720	
1993-012T17:30:45.800	16.190	24.710	
1993-012T17:08:59.100	16.190	24.710	
1993-012T20:42:20.200	16.190	24.710	
1993-012T17:00:31.000	16.190	24.710	
1993-012T17:09:23.300	16.190	24.710	
1993-012T20:33:03.600	16.190	24.710	
1993-012T16:53:39.600	16.190	24.710	
1993-012T19:45:28.100	16.190	24.710	
1993-012T20:34:40.400	16.190	24.710	
1993-033T20:34:27.800	16.190	24.710	
1993-012T17:25:31.200	16.190	24.710	
1993-012T17:36:45.700	16.450	24.710	
1993-012T18:02:34.200	16.450	24.710	
1993-012T20:42:44.400	16.190	24.710	
1993-012T17:31:34.100	16.190	24.710	
1993-012T17:19:52.500	16.190	24.710	
1993-012T20:17:13.800	40.300	24.710	
1993-033T20:18:16.300	16.450	24.710	
1993-012T20:37:02.600	16.450	24.710	
